album,track,popularity,album_popularity,album_tracks,avg_album_popularity,lyrics
Sgt. Pepper's Lonely Hearts Club Band,Lovely Rita,55,793,13,61.0,"Ah. Lovely Rita, meter maid. Lovely Rita, meter maid. . Lovely Rita, meter maid. Nothing can come between us. When it gets dark I tow your heart away. . Standing by a parking meter. When I caught a glimpse of Rita. Filling in a ticket in her little white book. In a cap she looked much older. And the bag across her shoulder. Made her look a little like a military man. . Lovely Rita, meter maid. May I inquire discreetly . When are you free to take some tea with me? . Rita!. . Took her out and tried to win her. Had a laugh and over dinner. Told her I would really like to see her again. Got the bill and Rita paid it. Took her home, I nearly made it. Sitting on the sofa with a sister or two. . Oh, lovely Rita meter maid. Where would I be without you?. Give us a wink and make me think of you. . Lovely Rita meter maid . Lovely Rita meter maid . Lovely Rita meter maid . Lovely Rita meter maid. Ah da, ah da, ah da, ah da. Ah da, ah da, ah da, ah da. Ah da, ah da, ah da, ah da. Ah da, ah da, ah da, ah da4"
Sgt. Pepper's Lonely Hearts Club Band,Good Morning Good Morning,52,793,13,61.0,"Good morning, good morning. Good morning, good morning. Good morning. Nothing to do to save his life, call his wife in. Nothing to say but what a day, how's your boy been?. Nothing to do, it's up to you. I've got nothing to say but it's okay. . Good morning, good morning. Good morning. . Going to work, don't want to go, feeling low down. Heading for home, you start to roam, then you're in town. . Everybody knows there's nothing doing. Everything is closed, it's like a ruin. Everyone you see is half asleep. And you're on your own, you're in the street. . After a while you start to smile, now you feel cool. Then you decide to take a walk by the old school. Nothing has changed, it's still the same. I've got nothing to say but it's okay. Good morning, good morning. Good morning. . . People running round, it's five o'clock. Everywhere in town it's getting dark. Everyone you see is full of life. It's time for tea and Meet the Wife. Somebody needs to know the time, glad that I'm here. Watching the skirts, you start to flirt, now you're in gear. Go to a show, you hope she goes. I've got nothing to say, but it's okay. . Good morning, good morning. Good.... . Good morning, good morning, good. Good morning, good morning, good. Good morning, good morning, good. Good morning, good morning, good. Guten Morgen, guten Morgen, gut. Guten Morgen, guten Morgen, gut. Guten Morgen, guten Morgen, gut. Guten Morgen, guten Morgen, gut . Guten Morgen, guten Morgen, gut . Guten Morgen, guten Morgen, gut . Guten Morgen, guten Morgen, good morning4"
Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band  Reprise /,53,793,13,61.0,". . . We're Sgt. Pepper's Lonely Hearts Club Band. We hope you have enjoyed the show. Sgt. Pepper's Lonely Hearts Club Band. We're sorry but it's time to go. Sgt. Pepper's lonely, Sgt. Pepper's lonely. Sgt. Pepper's lonely, Sgt. Pepper's lonely. . Sgt. Pepper's Lonely Hearts Club Band. We'd like to thank you once again. Sgt. Pepper's one and only Lonely Hearts Club Band. It's getting very near the end. Sgt. Pepper's lonely, Sgt. Pepper's lonely. Sgt. Pepper's Lonely Hearts Club Band. "
Sgt. Pepper's Lonely Hearts Club Band,A Day In The Life,67,793,13,61.0,"I read the news today—oh, boy. About a lucky man who made the grade. And though the news was rather sad. Well, I just had to laugh. I saw the photograph. He blew his mind out in a car. He didn't notice that the lights had changed. A crowd of people stood and stared. They'd seen his face before. Nobody was really sure if he was from the House of Lords. . I saw a film today, oh boy. The English Army had just won the war. A crowd of people turned away. But I just had to look. Having read the book. . I'd love to turn you on. . *alarm clock rings*. Woke up, fell out of bed. Dragged a comb across my head. Found my way downstairs and drank a cup. And looking up I noticed I was late. Found my coat and grabbed my hat. Made the bus in seconds flat. Found my way upstairs and had a smoke. And somebody spoke and I went into a dream. Ahh-ah-ah-ah. Ah-ah-ah, ah-ah-ahh. . I read the news today—oh, boy. Four thousand holes in Blackburn, Lancashire. And though the holes were rather small. They had to count them all. Now they know how many holes it takes to fill the Albert Hall. . I'd love to turn you on. *whistle*. *studio chatter*70"
Magical Mystery Tour,Magical Mystery Tour,56,674,11,61.27,". . Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up , roll up for the mystery tour. Roll up , roll up for the mystery tour. . The magical mystery tour is waiting to take you away. Waiting to take you away. . Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up , roll up for the mystery tour. Roll up , roll up for the mystery tour. . The magical mystery tour is hoping to take you away. Hoping to take you away. . A mystery trip. Aaaah... the magical mystery tour. Roll up, roll up for the mystery tour. Roll up , roll up for the mystery tour. Roll up , roll up for the mystery tour. . The magical mystery tour is coming to take you away. Coming to take you away. The magical mystery tour is dying to take you away. Dying to take you away, take you today. 3"
Magical Mystery Tour,The Fool On The Hill,59,674,11,61.27,"Day after day, alone on a hill. The man with the foolish grin is keeping perfectly still. But nobody wants to know him, they can see that he's just a fool. And he never gives an answer. . But the fool on the hill sees the sun going down. And the eyes in his head see the world spinning around. . Well on the way, head in a cloud. The man of a thousand voices talking perfectly loud. But nobody ever hears him or the sound he appears to make. And he never seems to notice. . But the fool on the hill sees the sun going down. And the eyes in his head see the world spinning around. {Instrumental Bridge}. . And nobody seems to like him, they can tell what he wants to do. And he never shows his feelings. But the fool on the hill sees the sun going down. And the eyes in his head see the world spinning around. . Oh, oh, oh, oh, oh, oh, oh. Round and round and round and round and round. . And he never listens to them, he knows that they're the fools. They don't like him. . The fool on the hill sees the sun going down. And the eyes in his head see the world spinning around. Oh . Oh9"
Magical Mystery Tour,Flying,53,674,11,61.27,not found
Magical Mystery Tour,Blue Jay Way,53,674,11,61.27,"There's a fog upon L.A. And my friends have lost their way. ""We'll be over soon,"" they said. Now, they've lost themselves instead. . Please, don't be long. Please, don't you be very long. Please, don't be long. For I may be asleep. . Well, it only goes to show. And I told them where to go. Ask a policeman on the street. There's so many there to meet. . Please, don't be long . Please, don't you be very long . Please, don't be long. Or I may be asleep. . Now, it's past my bed I know . And I'd really like to go . Soon will be the break of day . Sitting here in Blue Jay Way . Please, don't be long. Please, don't you be very long. Please, don't be long. Or I may be asleep. Please, don't be long. Please, don't you be very long. Please, don't be long. Please, don't be long. Please, don't you be very long. Please, don't be long. Please, don't be long. Please, don't you be very long. Please, don't be long. . Don't be long, don't be long. Don't be long, don't be long. Don't be long, don't be long. Don't be long, don't be long5"
Magical Mystery Tour,Your Mother Should Know,56,674,11,61.27,"Let's all get up and dance to a song. That was a hit before your mother was born. Though she was born a long, long time ago. Your mother should know . Your mother should know . Sing it again. Let's all get up and dance to a song. That was a hit before your mother was born. Though she was born a long, long time ago. Your mother should know . Your mother should know . . Lift up your hearts and sing me a song. That was a hit before your mother was born. Though she was born a long, long time ago. Your mother should know . Your mother should know . Your mother should know . Your mother should know . . Sing it again. Da da dada da da da dada dada dada da da. Da dada da da. Though she was born a long, long time ago. Your mother should know . Your mother should know . Your mother should know . Your mother should know . Your mother should know . Your mother should know 8"
Magical Mystery Tour,I Am The Walrus,66,674,11,61.27,"I am he as you are he as you are me and we are all together. See how they run like pigs from a gun, see how they fly. I'm crying. . Sitting on a cornflake. Waiting for the van to come. Corporation tee-shirt, stupid bloody Tuesday. Man, you've been a naughty boy, you let your face grow long. . I am the eggman, they are the eggmen. I am the walrus, goo goo a'joob. . Mister City p'liceman sitting, pretty little p'licemen in a row. See how they fly like Lucy in the sky, see how they run. I'm crying, I'm crying. I'm crying, I'm crying. . Yellow-matter custard. Dripping from a dead dog's eye. Crab a locker fishwife, pornographic priestess. Boy, you've been a naughty girl, you let your knickers down. I am the eggman, they are the egg men. I am the walrus, goo goo a'joob. . Sitting in an English garden waiting for the sun. If the sun don't come, you get a tan from standing in the English rain. . I am the egg man . They are the egg men . I am the walrus, goo goo goo joob . G'goo goo g'joob. . Expert, textpert, choking smokers. Don't you think the joker laughs at you?. . See how they smile like pigs in a sty, see how they snied. I'm crying. . Semolina pilchard. Climbing up the Eiffel Tower. Elementary penguin singing Hare Krishna. Man, you should have seen them kicking Edgar Allan Poe. I am the eggman, they are the eggmen. I am the walrus, goo goo g'joob g'goo goo g'joob. Goo goo a'joob g'goo goo g'joob, g'goo. Joob! Joob! Joob!. . Joob! Joob! Joob!. Joob! Joob! Joob! Joob! Joob!. Joob! Joob!. Joob! Joob!. . Umpa, umpa, stick it up your jumper. Everybody's got one, everybody's got one. “Villain, take my Purse. If ever thou wilt thrive, bury my Body. And give the Letters which thou findst about me. To Edmund Earl of Gloucester: seek him out upon the English Party. Oh, untimely death, death–”. “I know thee well, a serviceable Villain; as duteous to the Vices of thy Mistress as badness would desire”. “What, is he dead?”. “Sit you down, Father; rest you”35"
Magical Mystery Tour,"Hello, Goodbye",67,674,11,61.27,"You say yes, I say no. You say stop and I say go go go. Ooh no. . You say goodbye and I say hello. Hello, hello. I don't know why you say goodbye, I say hello. Hello, hello. I don't know why you say goodbye, I say hello. . I say high, you say low. You say why and I say I don't know. Oh no. . You say goodbye and I say hello.  Hello, hello.  I don't know why you say goodbye, I say hello.  Hello, hello.  I don't know why you say goodbye, I say hello. . . Why why why why why why do you say goodbye?. Goodbye, bye bye bye bye. Oh no. You say goodbye and I say hello. Hello, hello. I don't know why you say goodbye, I say hello. Hello, hello. I don't know why you say goodbye, I say hello. . You say yes . I say no . You say stop . And I say go go go . Oh, oh no. . You say goodbye and I say hello. Hello, hello. I don't know why you say goodbye, I say hello. Hello, hello. I don't know why you say goodbye, I say hello. Hello, hello. I don't know why you say goodbye, I say hello, oh, oh. Hello. . Hela, heba helloa. Hela, heba helloa, cha cha cha. Hela, heba helloa, woo!. Hela, heba helloa, hela!. Hela, heba helloa, cha cha cha. Hela, heba helloa, woo-hoo!. Hela, heba helloa, cha cha cha. Hela, heba helloa, cha cha cha21"
Magical Mystery Tour,Strawberry Fields Forever,71,674,11,61.27,"Let me take you down, 'cause I'm going to. Strawberry Fields. Nothing is real. And nothing to get hung about. Strawberry Fields forever. . Living is easy with eyes closed. Misunderstanding all you see. It's getting hard to be someone, but it all works out. It doesn't matter much to me. Let me take you down, 'cause I'm going to. Strawberry Fields. Nothing is real. And nothing to get hung about. Strawberry Fields forever. No one I think is in my tree. I mean, it must be high or low. That is, you can't, you know, tune in, but it's all right. That is, I think it's not too bad. Let me take you down, 'cause I'm going to. Strawberry Fields. Nothing is real. And nothing to get hung about. Strawberry Fields forever. . Always, no, sometimes think it's me. But you know, I know when it's a dream. I think I know, I mean—er—yes, but it's all wrong. That is, I think I disagree. . Let me take you down, 'cause I'm going to. Strawberry Fields. Nothing is real. And nothing to get hung about. Strawberry Fields forever. Strawberry Fields forever. Strawberry Fields forever. . Cranberry sauce47"
Magical Mystery Tour,Penny Lane,67,674,11,61.27,"In Penny Lane there is a barber showing photographs. Of every head he's had the pleasure to know. And all the people that come and go. Stop and say hello. . On the corner is a banker with a motorcar. The little children laugh at him behind his back. And the banker never wears a mac. In the pouring rain. Very strange. . Penny Lane is in my ears and in my eyes. There beneath the blue suburban skies. I sit and meanwhile back. . In Penny Lane there is a fireman with an hourglass. And in his pocket is a portrait of the Queen. He likes to keep his fire engine clean. It's a clean machine. . Penny Lane is in my ears and in my eyes. Four of fish and finger pies. In summer, meanwhile back. . Behind the shelter in the middle of a roundabout. A pretty nurse is selling poppies from a tray. And though she feels as if she's in a play. She is anyway. . In Penny Lane the barber shaves another customer. We see the banker sitting, waiting for a trim. And then the fireman rushes in. From the pouring rain. Very strange. . Penny Lane is in my ears and in my eyes. There beneath the blue suburban skies. I sit, and meanwhile back. . Penny Lane is in my ears and in my eyes. There beneath the blue suburban skies. Penny Lane23"
Magical Mystery Tour,"Baby, You're A Rich Man",59,674,11,61.27,"How does it feel to be one of the beautiful people?. Now that you know who you are. What do you want to be?. And have you traveled very far?. Far as the eye can see. . How does it feel to be one of the beautiful people?. How often have you been there?. Often enough to know. What did you see when you were there?. Nothing that doesn't show. . Baby, you're a rich man. Baby, you're a rich man. Baby, you're a rich man, too. You keep all your money in a big brown bag inside a zoo. What a thing to do. Baby, you're a rich man. Baby, you're a rich man. Baby, you're a rich man, too. . How does it feel to be one of the beautiful people?. Tuned to a natural E. Happy to be that way. Now that you've found another key. What are you going to play?. Baby, you're a rich man. Baby, you're a rich man. Baby, you're a rich man, too. You keep all your money in a big brown bag inside a zoo. What a thing to do. Baby, baby, you're a rich man. Baby, you're a rich man. Baby, you're a rich man, too. Oh, baby, you're a rich man. Baby, you're a rich man. Baby, baby you're a rich man, too7"
Magical Mystery Tour,All You Need Is Love,67,674,11,61.27,"Love, love, love. Love, love, love. Love, love, love. . There's nothing you can do that can't be done. Nothing you can sing that can't be sung. Nothing you can say, but you can learn how to play the game. It's easy. . Nothing you can make that can't be made. No one you can save that can't be saved. Nothing you can do, but you can learn how to be you in time. It's easy. . All you need is love. All you need is love. All you need is love, love. Love is all you need. . Love, love, love. Love, love, love. Love, love, love. All you need is love. All you need is love. All you need is love, love. Love is all you need. . There's nothing you can know that isn't known. Nothing you can see that isn't shown. There's nowhere you can be that isn't where you're meant to be. It's easy. . All you need is love. All you need is love. All you need is love, love. Love is all you need. . All you need is love . All you need is love . All you need is love, love. Love is all you need. . . . . 17"
The Beatles,Back In The U.S.S.R.,68,1741,30,58.03,"Flew in from Miami Beach BOAC. Didn't get to bed last night. On the way, the paper bag was on my knee. Man, I had a dreadful flight. . I'm back in the U.S.S.R.​. You don't know how lucky you are, boy. Back in the U.S.S.R. . . Been away so long, I hardly knew the place. Gee, it's good to be back home. Leave it till tomorrow to unpack my case. Honey, disconnect the phone. . I'm back in the U.S.S.R. You don't know how lucky you are, boy. Back in the U.S.. Back in the U.S.. Back in the U.S.S.R.​. . Well, the Ukraine girls really knock me out. They leave the West behind. And Moscow girls make me sing and shout. That Georgia's always on my mi-mi-mi-mi-mi-mi-mi-mi-mind. Oh, come on!. . Yeah, I'm back in the U.S.S.R.​. You don't know how lucky you are, boys. Back in the U.S.S.R.​. . Well, the Ukraine girls really knock me out. They leave the West behind. And Moscow girls make me sing and shout. That Georgia's always on my mi-mi-mi-mi-mi-mi-mi-mi-mind. . Oh show me round your snow-peaked mountains way down south. Take me to your daddy's farm. Let me hear your balalaikas ringing out. Come and keep your comrade warm. . I'm back in the U.S.S.R. . You don't know how lucky you are, boys. Back in the U.S.S.R. . Oh, let me tell you, honey. Hey, I'm back, I'm back in the U.S.S.R.​. Hey, it's so good to be home. Yeah, back in the U.S.S.R.​13"
The Beatles,Dear Prudence,64,1741,30,58.03,"Dear Prudence. Won't you come out to play?. Dear Prudence. Greet the brand new day, hey. The sun is up, the sky is blue. It's beautiful, and so are you. Dear Prudence. Won't you come out to play?. . Dear Prudence. Open up your eyes. Dear Prudence. See the sunny skies. The wind is low, the birds will sing. That you are part of everything. Dear Prudence. Won't you open up your eyes?. Look around, round, round. Look around, round, round. Look around. Dear Prudence. Let me see you smile. Dear Prudence. Like a little child. The clouds will be a daisy chain. So let me see you smile again. Dear Prudence. Won't you let me see you smile?. . Dear Prudence. Won't you come out to play?. Dear Prudence. Greet the brand new day. The sun is up, the sky is blue. It's beautiful, and so are you. Dear Prudence. Won't you come out to play?6"
The Beatles,Glass Onion,58,1741,30,58.03,"I told you 'bout Strawberry Fields. You know the place where nothing is real. Well here's another place you can go. Where everything flows. . Looking through the bent back tulips. To see how the other half lives. Looking through a glass onion. . I told you 'bout the walrus and me, man. You know that we're as close as can be, man. Well, here's another clue for you all. The walrus was Paul. . Standing on the cast iron shore, yeah. Lady Madonna trying to make ends meet, yeah. Looking through a glass onion. . Oh yeah, oh yeah, oh yeah. Looking through a glass onion. I told you 'bout the fool on the hill. I tell you, man, he living there still. Well, here's another place you can be. Listen to me. . Fixing a hole in the ocean. Trying to make a dove-tail joint, yeah. Looking through a glass onion6"
The Beatles,"ObLaDi, ObLaDa",72,1741,30,58.03,not found
The Beatles,Wild Honey Pie,54,1741,30,58.03,"Honey pie. Honey pie. . Honey pie. Honey pie. . Honey pie. Honey pie. Honey pie. Honey pie. . I love you, honey pie2"
The Beatles,The Continuing Story Of Bungalow Bill,55,1741,30,58.03,"Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. . He went out tiger hunting with his elephant and gun. In case of accidents, he always took his mum. He's the all American, bullet-headed, Saxon mother's son. All the children sing. . Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. . Deep in the jungle, where the mighty tiger lies. Bill and his elephants were taken by surprise. So Captain Marvel zapped him right between the eyes. All the children sing. . Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. The children asked him if to kill was not a sin. ""Not when he looked so fierce,"" his mummy butted in. ""If looks could kill, it would have been us instead of him"". All the children sing. . Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. Hey, Bungalow Bill. What did you kill, Bungalow Bill?. . Eh, up!6"
The Beatles,While My Guitar Gently Weeps,71,1741,30,58.03,"I look at you all, see the love there that's sleeping. While my guitar gently weeps. I look at the floor, and I see it needs sweeping. Still my guitar gently weeps. . I don't know why nobody told you. How to unfold your love. I don't know how someone controlled you. They bought and sold you. . I look at the world, and I notice it's turning. While my guitar gently weeps. With every mistake, we must surely be learning. Still my guitar gently weeps. . . I don't know how you were diverted. You were perverted too. I don't know how you were inverted. No one alerted you. I look at you all, see the love there that's sleeping. While my guitar gently weeps.  Look at you all. Still my guitar gently weeps. . Oh, oh. Oh, oh, oh, oh, oh, oh, oh. Oh, oh, oh, oh. Yeah, yeah, yeah, yeah, yeah. Yeah, yeah, yeah, yeah, oh, ooh36"
The Beatles,Happiness Is A Warm Gun,61,1741,30,58.03,"She's not a girl who misses much. Do do do do do do, oh yeah. She's well-acquainted with the touch of the velvet hand. Like a lizard on a window pane. The man in the crowd with the multicoloured mirrors. On his hobnail boots. Lying with his eyes while his hands are busy. Working overtime. A soap impression of his wife which he ate. And donated to the National Trust. . . I need a fix 'cause I'm going down. Down to the bits that I left uptown. I need a fix 'cause I'm going down. . Mother Superior jumped the gun. Mother Superior jumped the gun. Mother Superior jumped the gun. Mother Superior jumped the gun. Mother Superior jumped the gun. Mother Superior jumped the gun. Happiness is a warm gun . Happiness is a warm gun, momma . When I hold you in my arms . And I feel my finger on your trigger . I know nobody can do me no harm . Because.  Is a warm gun, momma . Happiness is a warm gun, yes it is . Happiness is a warm, yes it is, gun . Well, don't you know that happiness is a warm gun, momma?. 24"
The Beatles,Martha My Dear,58,1741,30,58.03,"Martha, my dear. Though I spend my days in conversation. Please, remember me. Martha, my love. Don't forget me. Martha, my dear. . Hold your head up, you silly girl. Look what you've done. When you find yourself in the thick of it. Help yourself to a bit of what is all around you. Silly girl. . Take a good look around you. Take a good look, you're bound to see. That you and me were meant to be for each other. Silly girl. . . Hold your hand out, you silly girl. See what you've done. When you find yourself in the thick of it. Help yourself to a bit of what is all around you. Silly girl. Martha, my dear. You have always been my inspiration. Please, be good to me. Martha, my love. Don't forget me. Martha, my dear2"
The Beatles,I'm So Tired,59,1741,30,58.03,"I'm so tired, I haven't slept a wink. I'm so tired, my mind is on the blink. I wonder should I get up and fix myself a drink. No, no, no. . I'm so tired, I don't know what to do. I'm so tired, my mind is set on you. I wonder should I call you but I know what you would do. . You'd say I'm putting you on. But it's no joke, it's doing me harm. You know I can't sleep, I can't stop my brain. You know it's three weeks, I'm going insane. You know I'd give you everything I've got. For a little peace of mind. . I'm so tired, I'm feeling so upset. Although I'm so tired, I'll have another cigarette. And curse Sir Walter Raleigh, he was such a stupid git. . You'd say I'm putting you on. But it's no joke, it's doing me harm. You know I can't sleep, I can't stop my brain. You know it's three weeks, I'm going insane!. You know I'd give you everything I've got. For a little peace of mind. I'd give you everything I've got for a little peace of mind. I'd give you everything I've got for a little peace of mind. Monsieur, monsieur, monsieur, how about another one?3"
The Beatles,Blackbird,75,1741,30,58.03,"Blackbird singing in the dead of night. Take these broken wings and learn to fly. All your life. You were only waiting for this moment to arise. . Blackbird singing in the dead of night. Take these sunken eyes and learn to see. All your life. You were only waiting for this moment to be free. . Blackbird fly, blackbird fly. Into the light of the dark black night. . . Blackbird fly, blackbird fly. Into the light of the dark black night. . Blackbird singing in the dead of night. Take these broken wings and learn to fly. All your life. You were only waiting for this moment to arise. You were only waiting for this moment to arise. You were only waiting for this moment to arise41"
The Beatles,Piggies,54,1741,30,58.03,"Have you seen the little piggies crawling in the dirt?. And for all the little piggies, life is getting worse. Always having dirt to play around in. . Have you seen the bigger piggies in their starched white shirts?. You will find the bigger piggies stirring up the dirt. Always have clean shirts to play around in. . In their sties with all their backing. They don't care what goes on around. In their life, there's something lacking. What they need's a damn good whacking!. . Everywhere there's lots of piggies living piggy lives. You can see them out for dinner with their piggy wives. Clutching forks and knives to eat their bacon. . One more time"
The Beatles,Rocky Raccoon,60,1741,30,58.03,"Now somewhere in the black mining hills of Dakota. There lived a young boy named Rocky Raccoon. And one day his woman ran off with another guy. Hit young Rocky in the eye. Rocky didn't like that. He said, ""I'm gonna get that boy"". So one day he walked into town. Booked himself a room in the local saloon. . And Rocky Raccoon checked into his room. Only to find Gideon's bible. But Rocky had come equipped with a gun. To shoot off the legs of his rival. . His rival it seems had broken his dreams. By stealing the girl of his fancy. Her name was Magill, and she called herself Lil. But everyone knew her as Nancy. Now, she and her man, who called himself Dan. Were in the next room at the hoe-down. And Rocky burst in, and grinning a grin. He said, ""Danny boy, this is a showdown"". But Daniel was hot, he drew first and shot. And Rocky collapsed in the corner. . Now the doctor came in stinking of gin. And proceeded to lie on the table. He said, ""Rocky, you met your match"". And Rocky said, ""Doc, it's only a scratch. And I'll be better, I'll be better, Doc, as soon as I am able"". . And now Rocky Raccoon, he fell back in his room. Only to find Gideon's bible. Gideon checked out, and he left it no doubt. To help with good Rocky's revival. . C'mon, Rocky boy. C'mon, Rocky boy14"
The Beatles,Don't Pass Me By,54,1741,30,58.03,"I listen for your footsteps coming up the drive. Listen for your footsteps, but they don't arrive. Waiting for your knock, dear, on my old front door. I don't hear it--does it mean you don't love me any more?. . I hear the clock a'ticking on the mantel shelf. See the hands a'moving, but I'm by myself. I wonder where you are tonight, and why I'm by myself. I don't see you, does it mean you don't love me any more?. . Don't pass me by, don't make me cry, don't make me blue. 'Cause you know, darling, I love only you. You'll never know it hurt me so, how I hate to see you go. Don't pass me by. Don't make me cry. . I'm sorry that I doubted you, I was so unfair. You were in a car crash, and you lost your hair. You said that you would be late, about an hour or two. I said that's alright, I'm waiting here, just waiting to hear from you. . Don't pass me by, don't make me cry, don't make me blue. 'Cause you know, darling, I love only you. You'll never know it hurt me so, I'll hate to see you go. Don't pass me by. Don't make me cry. One, two, three, four, five, six, seven, eight. . Don't pass me by, don't make me cry, don't make me blue. 'Cause you know, darling, I love only you. You'll never know it hurt me so, I'll hate to see you go. Don't pass me by. Don't make me cry1"
The Beatles,Why Don't We Do It In The Road?,54,1741,30,58.03,"Why don't we d-do it in the road?. Why don't we do it in the road?. Why don't we do it in the road?. Why don't we do it in the road. No one will be watching us. Why don't we do it in the road?. . Why don't we do it in the road?. Why don't we do it in the road?. Why don't we do it in the road?. Why don't we do it in the road?. No one will be watching us. Why don't we do it in the road?. . Why don't we do it in the road?. Why don't we do it in the road?. Why don't we d-do it, do it in the road?. Why don't we do it in the road?. No one will be watching us. Why don't we do it in the road?2"
The Beatles,I Will,65,1741,30,58.03,"Who knows how long I've loved you?. You know I love you still. Will I wait a lonely lifetime?. If you want me to, I will. . For if I ever saw you. I didn't catch your name. But it never really mattered. I will always feel the same. . Love you forever and forever. Love you with all my heart. Love you whenever we're together. Love you when we're apart. . And when at last I find you. Your song will fill the air. Sing it loud so I can hear you. Make it easy to be near you. For the things you do endear you to me. Oh, you know, I will. I will. Mm mm mm mm mm mm mm mm mm. Da da da da da da da16"
The Beatles,Julia,58,1741,30,58.03,"Half of what I say is meaningless. But I say it just to reach you, Julia. . Julia, Julia. Ocean child calls me. So I sing a song of love, Julia. . Julia, seashell eyes. Windy smile calls me. So I sing a song of love, Julia. . Her hair of floating sky is shimmering. Glimmering in the sun. . Julia, Julia. Morning moon, touch me. So I sing a song of love, Julia. . When I cannot sing my heart. I can only speak my mind, Julia. Julia, sleeping sand. Silent cloud, touch me. So I sing a song of love, Julia. . Hmm hmm hmm. Calls me. So I sing a song of love for Julia. . Julia, Julia4"
The Beatles,Birthday,55,1741,30,58.03,"They say it's your birthday. Well, it's my birthday too, yeah. They say it's your birthday. We're gonna have a good time. I'm glad it's your birthday. Happy birthday to you. . One, two, three, four, five, six, seven, eight!. . Yes, we're going to a party, party. Yes, we're going to a party, party. Yes, we're going to a party, party. . I would like you to dance . Take a cha-cha-cha-chance . I would like you to dance . Dance, yeah, woo, come on . . . I would like you to dance . Take a cha-cha-cha-chance . I would like you to dance . Woo, dance! Dance!. They say it's your birthday. Well, it's my birthday too, yeah. They say it's your birthday. We're gonna have a good time. I'm glad it's your birthday. Happy birthday to you9"
The Beatles,Yer Blues,55,1741,30,58.03,"Two, three.... . Yes, I'm lonely. Want to die. Yes, I'm lonely. Want to die. If I ain't dead already, woo. Girl, you know the reason why. . In the morning. Want to die. In the evening. Want to die. If I ain't dead already, woo. Girl, you know the reason why. . My mother was of the sky. My father was of the earth. But I am of the universe. And you know what it's worth. I'm lonely. Want to die. If I ain't dead already, woo. Girl, you know the reason why. The eagle picks my eye. The worm he licks my bones. I feel so suicidal. Just like Dylan's Mr. Jones. Lonely. Want to die. If I ain't dead already, woo. Girl, you know the reason why. . Black cloud crossed my mind. Blue mist round my soul. Feel so suicidal. Even hate my rock and roll. Want to die. Yeah, want to die. If I ain't dead already, woo. Girl, you know the reason why4"
The Beatles,Mother Nature's Son,55,1741,30,58.03,"Born a poor young country boy. Mother Nature's son. All day long, I'm sitting, singing songs for everyone. . Sit beside a mountain stream. See her waters rise. Listen to the pretty sound of music as she flies. . Do-do-do-do-do-do-do, do-do-do-do-do-do-do. Do-do. . Find me in my field of grass. Mother Nature's son. Swaying daisies, sing a lazy song beneath the sun. . Dododo-do-do-do-dodododo, Dododo-do-do-do-dodododo. Mhh-dodododo, yeah-yeah-yeah. Mh-mh-mh-mh, mh-uh-uh-uh. Mh-mh-mh-mh-mh-mh-ah. Mother Nature's son"
The Beatles,Everybody's Got Something To Hide Except Me And My Monkey,53,1741,30,58.03,"Come on, come on, come on, come on. Come on, it's such a joy, come on, it's such a joy. Come on, let's take it easy, come on let's take it easy. . Take it easy. Take it easy. Everybody's got something to hide. Except for me and my monkey. Woo!. . The deeper you go, the higher you fly. The higher you fly, the deeper you go. So come on, come on. Come on, it's such a joy, come on, it's such a joy. Come on, let's make it easy, come on, let's take it easy. . Take it easy. Take it easy. Everybody's got something to hide. Except for me and my monkey, yeah. Oh!. Your inside is out when your outside is in. Your outside is in when your inside is out. So come on , come on . Come on, it's such a joy, come on, it's such a joy. Come on, let's make it easy, come on, let's make it easy. . Make it easy . Make it easy . Everybody's got something to hide. Except for me and my monkey. Hey!. Yeah!. . Come on, come on, come on, come on3"
